Hepburn,Kana,English,Is Noun,Is Verb,Is Adjective,Is Adverb,Frequency
bando,バンド,band,True,False,False,False,619390
sapooto,サポート,support,True,True,False,False,615060
wain,ワイン,wine,True,False,False,False,614519
mama,ママ,mama/mamma/mom/mommy/mum/mummy/mother,True,False,False,False,612294
rebyuu,レビュー,review,True,True,False,False,606826
intaanetto,インターネット,Internet,True,False,False,False,598932
hai,ハイ,high (e.g. spirits)/merry,True,False,True,False,598831
ero,エロ,erotic/pornographic/obscene,True,False,True,False,597950
shatsu,シャツ,shirt (underwear)/undershirt/singlet,True,False,False,False,596532
rokku,ロック,lock,True,True,False,False,596365
katto,カット,cut/cutting,True,True,False,False,593456
besuto,ベスト,best,True,False,True,False,590639
puroguramu,プログラム,"program (of events, music, etc.)/programme",True,False,False,False,582572
mono,モノ,mono,True,False,False,False,580768
beesu,ベース,base/basis/theme/basic ingredient,True,False,False,False,577476
tsuaa,ツアー,tour,True,False,False,False,576117
daietto,ダイエット,diet,True,True,False,False,572709
sakkaa,サッカー,soccer,True,False,False,False,571636
tesuto,テスト,examination/quiz/test,True,True,False,False,571255
raito,ライト,light,True,False,True,False,568955
menyuu,メニュー,menu,True,False,False,False,567977
bideo,ビデオ,video,True,False,False,False,567524
botan,ボタン,button (clothing),True,False,False,False,565711
doitsu,ドイツ,Germany,True,False,False,False,561609
furii,フリー,"free (of restraint, controls, etc.)",True,False,True,False,560687
pinku,ピンク,pink,True,False,False,False,559058
furu,フル,full,True,False,True,False,552885
buruu,ブルー,"blue (colour, color)",True,False,True,False,544574
media,メディア,media,True,False,False,False,544480
koodo,コード,code,True,False,False,False,540055
kurikku,クリック,click,True,True,False,False,530091
ore,オレ,olé,False,False,False,False,526478
yuuzaa,ユーザー,user,True,False,False,False,526478
akusesu,アクセス,access,True,True,False,False,524290
moodo,モード,"mode (musical mode, mode of probability distribution, state of physical system)",True,False,False,False,523642
riaru,リアル,real/realistic/true to life,True,False,True,False,523305
oopun,オープン,"opening (a new store, golf course, runway, etc.)",True,True,False,False,520387
suteeji,ステージ,stage,True,False,False,False,511597
sutoorii,ストーリー,story/tale/legend,True,False,False,False,509868
kappu,カップ,"cup (drinking vessel, measure, brassiere, prize, etc.)",True,False,False,False,509838
kurisumasu,クリスマス,Christmas,True,False,False,False,508013
toire,トイレ,toilet/restroom/bathroom/lavatory,True,False,False,False,505672
kuriimu,クリーム,cream,True,False,False,False,501094
ajia,アジア,Asia,True,False,False,False,500135
san,サン,sun,True,False,False,False,497588
enjin,エンジン,engine,True,False,False,False,494971
keeki,ケーキ,cake,True,False,False,False,492937
kuria,クリア,clear,True,False,True,False,492320
kabaa,カバー,cover/covering/dust jacket,True,True,False,False,489148
maji,マジ,serious/not joking/straight,True,False,True,False,487291
howaito,ホワイト,white,True,False,True,False,486700
gasu,ガス,"gas (state of matter, e.g. poison gas, natural gas)",True,False,False,False,485240
kea,ケア,care,True,True,False,False,484184
koohii,コーヒー,coffee,True,False,False,False,471476
shinpuru,シンプル,simple/plain,True,False,True,False,469895
manshon,マンション,condominium (often mid-rise or high-rise concrete)/apartment building/apartment house/apartment/flat,True,False,False,False,468320
shiito,シート,seat,True,False,False,False,468210
a,ア,ah/oh,False,False,False,False,467545
kyarakutaa,キャラクター,character/personality/disposition,True,False,False,False,465539
baito,バイト,part-time job/side job,True,True,False,False,464603
dansu,ダンス,dance,True,True,False,False,464556
koonaa,コーナー,corner/bend/turn,True,False,False,False,464310
biru,ビル,multi-floor building/multi-storey building,True,False,False,False,463028
messeeji,メッセージ,message,True,False,False,False,462283
gitaa,ギター,guitar,True,False,False,False,460969
kosuto,コスト,cost,True,False,False,False,460822
hooru,ホール,"hall (dance, concert, etc.)",True,False,False,False,459551
rankingu,ランキング,ranking,True,False,False,False,457077
kiro,キロ,kilo-/1000,False,False,False,False,455098
shiizun,シーズン,season (period in which regulated games are played),True,False,False,False,455052
tai,タイ,tie/necktie,True,False,False,False,454984
dejitaru,デジタル,digital,True,False,False,False,453245
saido,サイド,side,True,False,False,False,447252
supeesu,スペース,"space (room, area, outer space)",True,False,False,False,446514
kaa,カー,car,True,False,False,False,444329
sutoresu,ストレス,stress,True,False,False,False,442221
supiido,スピード,speed,True,False,False,False,440845
poketto,ポケット,pocket,True,False,False,False,439692
teeburu,テーブル,table,True,False,False,False,438489
janru,ジャンル,genre,True,False,False,False,437943
piano,ピアノ,piano,True,False,False,False,436998
massaaji,マッサージ,massage,True,True,False,False,435191
ofu,オフ,switching off (e.g. electricity)/turning off (e.g. water),True,True,False,False,434080
baiku,バイク,motorcycle/motorbike,True,False,False,False,433812
garasu,ガラス,glass/pane,True,False,False,False,433572
eria,エリア,area,True,False,False,False,433112
beddo,ベッド,bed,True,False,False,False,432915
pataan,パターン,pattern,True,False,False,False,432639
itaria,イタリア,Italy,True,False,False,False,430157
petto,ペット,pet,True,False,False,False,426080
biiru,ビール,beer,True,False,False,False,425405
raamen,ラーメン,ramen/Chinese-style noodles,True,False,False,False,424593
soosu,ソース,sauce,True,False,False,False,423334
gan,ガン,gun,True,False,False,False,421187
risuto,リスト,list,True,False,False,False,420133
nettowaaku,ネットワーク,network,True,False,False,False,416816
pantsu,パンツ,underpants/pants/briefs/panties/shorts/knickers,True,False,False,False,415969
purojiekuto,プロジェクト,project,True,False,False,False,414151
ii,イイ,Iran-Iraq,True,False,False,False,413886
rajio,ラジオ,radio,True,False,False,False,412905
mai,マイ,my/one's own/personal/privately owned,False,False,False,False,412008
oiru,オイル,oil/petroleum,True,False,False,False,410944
resu,レス,response,True,True,False,False,410396
ko,コ,counter for articles,False,False,False,False,404333
hausu,ハウス,house,True,False,False,False,402023
waado,ワード,word,True,False,False,False,400406
mini,ミニ,mini-,True,False,False,False,400017
gorufu,ゴルフ,golf,True,False,False,False,398693
doa,ドア,"door (Western-style, car, etc.)",True,False,False,False,397680
kakko,カッコ,brackets/parentheses,True,True,False,False,397222
hitto,ヒット,hit/base hit/safe hit/single,True,True,False,False,397036
maaku,マーク,mark/symbol/insignia/logo/label/emblem,True,False,False,False,396364
sutaa,スター,"star (cinema, sports, etc.)/celebrity/idol",True,False,False,False,393192
risuku,リスク,risk,True,False,False,False,393009
baajon,バージョン,version,True,False,False,False,391733
bodi,ボディ,body,True,False,False,False,391487
purasu,プラス,plus/addition,True,True,False,False,386086
guriin,グリーン,green (colour),True,False,False,False,385745
sukiru,スキル,skill,True,False,False,False,385501
torakku,トラック,truck/lorry,True,False,False,False,385248
karee,カレー,curry (esp. Japanese curry),True,False,False,False,384223
baa,バー,bar,True,False,False,False,383699
resutoran,レストラン,restaurant (esp. Western-style),True,False,False,False,381408
ai,アイ,"dyer's knotweed (Persicaria tinctoria, used to produce indigo dye)",True,False,False,False,380563
riigu,リーグ,league,True,False,False,False,379706
soro,ソロ,solo,True,False,False,False,374711
shoo,ショー,show,True,False,False,False,374598
misu,ミス,mistake/error/failure,True,True,False,False,374386
aidoru,アイドル,entertainer (esp. boy band or girl group member) whose image is manufactured to cultivate a dedicated consumer fan following/Japanese idol,True,False,False,False,374242
debyuu,デビュー,debut/doing something for the first time,True,True,False,False,373071
taimingu,タイミング,timing,True,False,False,False,372785
ruuru,ルール,rule,True,False,False,False,372396
fasshon,ファッション,fashion,True,False,False,False,370727
chansu,チャンス,chance/opportunity,True,False,False,False,370603
daun,ダウン,going down/fall/decrease/drop,True,True,False,False,368912
pakku,パック,packing/packaging/wrapping/container,True,True,False,False,367936
chiketto,チケット,ticket,True,False,False,False,365745
kooto,コート,coat,True,False,False,False,364764
puran,プラン,plan/scheme,True,False,False,False,363990
igirisu,イギリス,United Kingdom/Britain/Great Britain,True,False,False,False,363761
indo,インド,India,True,False,False,False,362701
pasu,パス,"passing (a test, examination, etc.)",True,True,False,False,362369
konsaato,コンサート,concert,True,False,False,False,360948
kopii,コピー,copy/photocopy,True,True,False,False,360853
paatsu,パーツ,part/component,True,False,False,False,358939
ringu,リング,ring,True,False,False,False,358827
tsuuru,ツール,"tool (esp. software, etc.)",True,False,False,False,358446
ran,ラン,run,True,False,False,False,356109
za,ザ,the,False,False,False,False,354161
kafe,カフェ,café/cafe/coffeehouse,True,False,False,False,351420
guzzu,グッズ,goods/promotional items,True,False,False,False,346925
rasuto,ラスト,last/final,True,True,False,False,346914
nooto,ノート,notebook/copy-book/exercise book,True,False,False,False,345203
ruuto,ルート,route/path,True,False,False,False,344779
ririisu,リリース,"release (of a film, music album, software, etc.)/publication",True,True,False,False,343565
gooru,ゴール,goal/basket (basketball)/finishing line/winning post,True,True,False,False,340738
gaido,ガイド,guide/tour guide/conductor/guiding/leading,True,True,False,False,339961
haado,ハード,hard/tough,True,False,True,False,338730
piisu,ピース,peace,True,False,False,False,338621
ka,カ,mosquito,True,False,False,False,335243
yooroppa,ヨーロッパ,Europe,True,False,False,False,334750
waarudo,ワールド,world,True,False,False,False,334036
renzu,レンズ,lens,True,False,False,False,332009
tenshon,テンション,(emotional) tension/anxiety,True,False,False,False,331517
zero,ゼロ,zero/nought/nil,True,False,False,False,330670
reddo,レッド,red,True,False,True,False,327937
kontorooru,コントロール,control,True,True,False,False,326822
aateisuto,アーティスト,artist/musician,True,False,False,False,324853
shinguru,シングル,single,True,False,False,False,323574
auto,アウト,"out (of a ball, in tennis, etc.)/outside the line",True,False,False,False,323039
beruto,ベルト,"belt (waist, seat, etc.)/strap",True,False,False,False,322335
adobaisu,アドバイス,advice,True,True,False,False,321447
jaketto,ジャケット,jacket,True,False,False,False,320084
roshia,ロシア,Russia,True,False,False,False,318257
roon,ローン,loan,True,False,False,False,317895
dameeji,ダメージ,damage,True,False,False,False,316704
irasuto,イラスト,illustration/picture/sketch/drawing/figure,True,False,False,False,315587
rongu,ロング,long,True,False,True,False,315227
toreeningu,トレーニング,training,True,True,False,False,315133
riidaa,リーダー,leader,True,False,False,False,313113
meetoru,メートル,metre/meter,True,False,False,False,312782
kisu,キス,kiss,True,True,False,False,312689
suupu,スープ,(Western) soup,True,False,False,False,312424
shokku,ショック,shock (psychological),True,False,False,False,311908
gomu,ゴム,gum/rubber,True,False,False,False,309987
kontentsu,コンテンツ,contents/content,True,False,False,False,309138
gesuto,ゲスト,guest,True,False,False,False,308001
masutaa,マスター,to master (a skill),True,True,False,False,306337
peesu,ペース,pace,True,False,False,False,306074
rogu,ログ,log/journal,True,False,False,False,305525
senchi,センチ,centimeter/centimetre,True,False,False,False,304684
saabaa,サーバー,server,True,False,False,False,303677
toraburu,トラブル,trouble,True,False,False,False,303072
daunroodo,ダウンロード,download,True,True,False,False,301768
doraibu,ドライブ,drive/trip by car/driving,True,False,False,False,301710
papa,パパ,papa/dad/daddy,True,False,False,False,300678
tatchi,タッチ,touch,True,True,False,False,300611
ressun,レッスン,lesson,True,False,False,False,300462
keeburu,ケーブル,cable,True,False,False,False,300038
intabyuu,インタビュー,"interview (i.e. television, newspaper, etc.)",True,True,False,False,299701
shoppingu,ショッピング,shopping,True,True,False,False,299551
rabu,ラブ,love,True,True,False,False,298300
haato,ハート,heart,True,False,False,False,298273
aisu,アイス,ice,True,False,False,False,296618
ooru,オール,oar,True,False,False,False,296103
akushon,アクション,action,True,False,False,False,296088
mashin,マシン,machine,True,False,False,False,294853
daburu,ダブル,double,True,False,False,False,294103
paateii,パーティー,"party (gathering, celebration, etc.)",True,False,False,False,293784
orenji,オレンジ,"orange (fruit, colour)",True,False,False,False,293440
bokkusu,ボックス,box,True,False,False,False,291377
pen,ペン,pen,True,False,False,False,289741
shooto,ショート,short,True,False,True,False,288018
aho,アホ,fool/idiot/simpleton,True,False,True,False,287425
insutooru,インストール,installation (esp. software),True,True,False,False,286961
shirubaa,シルバー,silver,True,False,True,False,286715
ruumu,ルーム,room,True,False,False,False,285988
suutsu,スーツ,suit (clothing),True,False,False,False,285978
purinto,プリント,print/printing/(printed) copy,True,True,False,False,285971
kirei,キレイ,pretty/lovely/beautiful/fair,True,False,True,False,285458
saundo,サウンド,sound,True,False,False,False,285077
masukomi,マスコミ,mass communication/mass media,True,False,False,False,284540
adoresu,アドレス,address,True,False,False,False,284507
kyanpeen,キャンペーン,"promotion (e.g. sales, etc.)/marketing campaign",True,False,False,False,284471
chiizu,チーズ,cheese,True,False,False,False,283732
rentaru,レンタル,rental,True,True,False,False,283051
tooku,トーク,"talk (esp. by a talk-show host, or by a stage musician to the audience between songs)/banter/chat",True,False,False,False,282799
aato,アート,art,True,False,False,False,282467
furonto,フロント,"front (aspect, weather, war-front, etc.)",True,False,False,False,282305
burokku,ブロック,blocking (e.g. the way)/obstructing,True,True,False,False,281092
sanpuru,サンプル,sample/example/specimen,True,False,False,False,280858
sekkusu,セックス,sex/sexual intercourse,True,True,False,False,280854
repooto,レポート,report/paper,True,True,False,False,279987
eko,エコ,ecological/eco-,True,False,True,False,278254
janpu,ジャンプ,jump,True,True,False,False,278240
roodo,ロード,road,True,False,False,False,278025
nyuu,ニュー,new,True,True,False,False,277846
doresu,ドレス,dress,True,False,False,False,276969
sain,サイン,autograph/signature,True,True,False,False,275996
komyunikeeshon,コミュニケーション,communication,True,False,False,False,274868
ranchi,ランチ,lunch,True,False,False,False,274042
ga,ガ,moth,True,False,False,False,273864
kurosu,クロス,cross,True,False,False,False,273771
fuudo,フード,hood,True,False,False,False,273734
heddo,ヘッド,head,True,False,False,False,273005
pin,ピン,"pin (e.g. hairpin, bowling pin, golf pin, etc.)",True,False,False,False,271465
sukuuru,スクール,school,True,False,False,False,270084
meiku,メイク,make-up,True,True,False,False,268638
fureemu,フレーム,frame,True,False,False,False,268568
kuuru,クール,"cool (temperature, color, etc.)",True,False,True,False,267931
tagu,タグ,tag/label,True,False,False,False,267872
seminaa,セミナー,seminar,True,False,False,False,267289
pakkeeji,パッケージ,package,True,True,False,False,266175
teepu,テープ,tape,True,False,False,False,266149
choko,チョコ,chocolate,True,False,False,False,265992
rizumu,リズム,rhythm,True,False,False,False,265693
memo,メモ,memo/note/memorandum,True,True,False,False,264271
gomi,ゴミ,rubbish/trash/garbage/refuse,True,False,False,False,264063
waaku,ワーク,work,True,False,False,False,263886
supein,スペイン,Spain,True,False,False,False,262591
sukii,スキー,skiing,True,False,False,False,262377
ranku,ランク,rank/standing,True,True,False,False,262189
paneru,パネル,panel,True,False,False,False,261476
puree,プレー,play/recreation,True,True,False,False,260008
suponsaa,スポンサー,sponsor,True,False,False,False,259981
bikkuri,ビックリ,to be surprised/to be amazed/to be frightened/to be astonished/to get startled/to jump,True,True,False,True,259528
konbini,コンビニ,convenience store,True,False,False,False,259246
apuri,アプリ,app/application,True,False,False,False,258787
fuji,フジ,"wisteria (esp. Japanese wisteria, Wisteria floribunda)/wistaria",True,False,False,False,258366
chan,チャン,asphalt/bitumen,True,False,False,False,258228
boodo,ボード,board,True,False,False,False,258122
goorudo,ゴールド,gold,True,False,True,False,258040
pafoomansu,パフォーマンス,"performance (e.g. music, dance, pantomime, etc.)",True,False,False,False,257845
raifu,ライフ,life,True,False,False,False,256839
taiya,タイヤ,tire/tyre,True,False,False,False,256713
sutando,スタンド,stands/bleachers,True,False,False,False,255869
uebu,ウェブ,web,True,False,False,False,254947
sukaato,スカート,skirt,True,False,False,False,253149
getto,ゲット,"getting (something)/obtaining/scoring (goal, point, etc.)",True,True,False,False,253146
yunitto,ユニット,unit,True,False,False,False,253018
saakuru,サークル,group with a common interest (e.g. students)/club (e.g. company sports club)/circle,True,False,False,False,251881
sutajio,スタジオ,studio,True,False,False,False,251112
buutsu,ブーツ,boots,True,False,False,False,250647
taoru,タオル,towel,True,False,False,False,250133
suitchi,スイッチ,switch,True,True,False,False,249638
paato,パート,part,True,False,False,False,249396
tomato,トマト,tomato (Solanum lycopersicum),True,False,False,False,248901
kitchin,キッチン,kitchen,True,False,False,False,248133
kauntaa,カウンター,counter,True,False,False,False,247418
bitamin,ビタミン,vitamin,True,False,False,False,247157
meritto,メリット,advantage/benefit/merit,True,False,False,False,246730
rei,レイ,lei (garland of flowers),True,False,False,False,245798
mappu,マップ,map,True,False,False,False,245792
mainasu,マイナス,minus/negative (quantity)/subtraction/taking away,True,True,False,False,244996
tekisuto,テキスト,text,True,False,False,False,243785
seeru,セール,sale,True,False,False,False,243738
sensu,センス,"taste (in fashion, music, etc.)/sense (e.g. of humour)/flair",True,False,False,False,243540
pureiyaa,プレイヤー,player,True,False,False,False,242445
dekki,デッキ,"deck (e.g. ship, tape, cassette, observation, train vestibule, etc.)",True,False,False,False,242276
manga,マンガ,cartoon/comic/comic strip/manga,True,False,False,False,242154
apurikeeshon,アプリケーション,application/application software,True,False,False,False,240708
opushon,オプション,option/selecting an option,True,True,False,False,240547
konpyuuta,コンピュータ,computer,True,False,False,False,240425
cheen,チェーン,"chain (bicycle, measuring, tire, etc.)",True,False,False,False,239151
menzu,メンズ,"men's (fashion, wear, etc.)",True,False,False,False,238814
bosu,ボス,boss/leader/head,True,False,False,False,238495
shotto,ショット,shot (in films),True,False,False,False,237712
reshipi,レシピ,recipe,True,False,False,False,237444
ofisu,オフィス,office,True,False,False,False,236410
puuru,プール,(swimming) pool,True,False,False,False,236226
shii,シー,sea,True,False,False,False,235221
takushii,タクシー,taxi,True,False,False,False,235043
suteppu,ステップ,step,True,True,False,False,234779
saaba,サーバ,server,True,False,False,False,233856
saron,サロン,salon/saloon/reception room,True,False,False,False,233037
hiroin,ヒロイン,heroine,True,False,False,False,232351
nanbaa,ナンバー,number,True,False,False,False,231576
ma,マ,for real,False,False,False,False,231179
kyanpu,キャンプ,camp,True,True,False,False,230981
sofutouea,ソフトウェア,software,True,False,False,False,230330
ria,リア,rear,True,False,True,False,229776
monsutaa,モンスター,monster/monstrosity,True,False,False,False,229510
disuku,ディスク,disk,True,False,False,False,229354
to,ト,7th in a sequence denoted by the iroha system,True,False,False,False,229138
rando,ランド,land,True,False,False,False,228316
gifuto,ギフト,gift,True,False,False,False,228165
supesharu,スペシャル,special,True,False,True,False,227813
hea,ヘア,hair (of the head),True,False,False,False,227618
botoru,ボトル,bottle,True,False,False,False,227602
batterii,バッテリー,battery,True,False,False,False,227404
japan,ジャパン,Japan,True,False,False,False,227176
batoru,バトル,battle,True,False,False,False,225195
buraun,ブラウン,brown,True,False,False,False,224972
arenji,アレンジ,"arrangement (music, objects, etc.)/organization/adaptation",True,True,False,False,224343
kurejitto,クレジット,credit,True,False,False,False,224187
karaoke,カラオケ,karaoke,True,False,False,False,224088
noo,ノー,no,False,False,False,False,223812
rediisu,レディース,"ladies' (fashion, etc.)",True,False,False,False,222407
bebii,ベビー,baby,True,False,False,False,221359
naito,ナイト,night,True,False,False,False,221266
pari,パリ,Paris (France),True,False,False,False,220969
uesuto,ウエスト,waist/waistline/waist measurement,True,False,False,False,220764
demo,デモ,demonstration/protest,True,False,False,False,220684
raidaa,ライダー,rider,True,False,False,False,220066
oonaa,オーナー,owner,True,False,False,False,219298
memori,メモリ,memory,True,False,False,False,218964
sumaato,スマート,"smart (clothing, etc.)/stylish",True,False,True,False,218710
konpakuto,コンパクト,compact,True,False,True,False,217832
ion,イオン,ion,True,False,False,False,217465
kyaria,キャリア,career,True,False,False,False,217168
riido,リード,lead/leading/taking the lead,True,True,False,False,216968
apiiru,アピール,appeal (e.g. to public opinion)/plea/request,True,True,False,False,216473
dokidoki,ドキドキ,thump-thump/bang-bang/pit-a-pat/pitapat/pitter-patter,False,False,False,True,216272
kyasuto,キャスト,"cast (play, film, etc.)",True,True,False,False,215510
boranteia,ボランティア,volunteer,True,True,False,False,215170
adaruto,アダルト,adult,True,False,False,False,214760
matto,マット,mat,True,False,False,False,214643
purosesu,プロセス,process,True,False,False,False,214531
desu,デス,death,True,False,False,False,213971
endo,エンド,end,True,False,False,False,213944
esute,エステ,beauty treatment/cosmetology,True,False,False,False,213855
inchi,インチ,inch,True,False,False,False,213235
rezaa,レザー,leather,True,False,False,False,213135
oosutoraria,オーストラリア,Australia,True,False,False,False,212981
anchi,アンチ,anti-,False,False,False,False,212752
doragon,ドラゴン,dragon (as depicted in Western myths),True,False,False,False,212584
sarada,サラダ,salad,True,False,False,False,212535
shinario,シナリオ,script/screenplay,True,False,False,False,212456
supotto,スポット,spot/dot/mark,True,False,False,False,212240
ari,アリ,ant,True,False,False,False,212120
sukejuuru,スケジュール,schedule,True,True,False,False,211759
koochi,コーチ,coach,True,True,False,False,210669
rogo,ロゴ,logo,True,False,False,False,209948
koa,コア,core,True,False,False,False,209028
monitaa,モニター,(computer) monitor,True,False,False,False,208814
pokemon,ポケモン,Pokémon,True,False,False,False,208500
taan,ターン,turn,True,True,False,False,207774
masuku,マスク,(face) mask,True,False,False,False,207642
ea,エア,air,True,False,False,False,207638
arubaito,アルバイト,part-time job/side job,True,True,False,False,207571
roo,ロー,low,True,True,False,False,207434
suruu,スルー,ignoring/looking the other way/letting pass,True,True,False,False,206392
paaku,パーク,"park (public, amusement, etc.)",True,False,False,False,206381
miruku,ミルク,milk,True,False,False,False,206141
foomu,フォーム,foam,True,False,False,False,205565
maruchi,マルチ,multi-,True,False,True,False,205223
ribon,リボン,ribbon,True,False,False,False,204767
deeto,デート,date (with someone)/(social) outing (for two)/date night,True,True,False,False,204464
serifu,セリフ,serif,True,False,False,False,203911
tenisu,テニス,tennis,True,False,False,False,203424
maiku,マイク,mike/mic/microphone,True,False,False,False,202643
bara,バラ,rose,True,False,False,False,202563
tabako,タバコ,tobacco/cigarette/cigaret/cigar,True,False,False,False,202438
beru,ベル,bell,True,False,False,False,201827
rin,リン,phosphorus (P),True,False,False,False,201562
boryuumu,ボリューム,volume (sound level),True,False,False,False,201298
oodaa,オーダー,order/reservation,True,True,False,False,200532
rooru,ロール,roll,True,True,False,False,200226
buumu,ブーム,boom/rage/fad,True,True,False,False,200153
korekushon,コレクション,collection,True,False,False,False,199538
doraibaa,ドライバー,driver (of a vehicle),True,False,False,False,198714
episoodo,エピソード,episode/anecdote/vignette,True,False,False,False,198638
sabu,サブ,sub/substitute/reserve/backup,True,False,False,False,198212
mobairu,モバイル,mobile,True,True,False,False,198170
robotto,ロボット,robot,True,False,False,False,197633
gurasu,グラス,glass (drinking vessel),True,False,False,False,197303
charenji,チャレンジ,taking on (a challenge)/attempt/try/tackling/challenging (someone to a contest),True,True,False,False,197260
pojishon,ポジション,position,True,False,False,False,197114
shawaa,シャワー,shower,True,False,False,False,196757
poriesuteru,ポリエステル,polyester,True,False,False,False,196696
firumu,フィルム,film,True,False,False,False,196288
guree,グレー,grey (gray),True,False,True,False,195836
banku,バンク,bank,True,False,False,False,195114
matchi,マッチ,match (to light fire with),True,False,False,False,193834
ton,トン,"ton (now usu. a metric ton, i.e. 1,000kg)/tonne",True,False,False,False,193648
poozu,ポーズ,pose,True,False,False,False,193564
sekyuritei,セキュリティ,security,True,False,False,False,193480
